From;To;Distance (km)
POZNAN_MAL;WARSZAWA_UR;313,79
POZNAN_MAL;TARNOWO_PODGORNE;22
POZNAN_MAL;GNIEZNO;61,52
POZNAN_MAL;GRUDZIADZ_3;212,08
POZNAN_MAR;DC;20,04
POZNAN_MAR;BIALYSTOK_1;506,14
POZNAN_MAR;BIALYSTOK_2;503,02
POZNAN_MAR;BYDGOSZCZ_1;147,15
POZNAN_MAR;BYDGOSZCZ_2;157,86
POZNAN_MAR;BYDGOSZCZ_3;149,79
POZNAN_MAR;GLOGOW_1;121,82
POZNAN_MAR;GLOGOW_2;124,59
POZNAN_MAR;INOWROCLAW;127,45
POZNAN_MAR;JAROCIN;80,85
POZNAN_MAR;KALISZ_1;149,66
POZNAN_MAR;KIELCE;353,73
POZNAN_MAR;KONIN;105,19
POZNAN_MAR;KOSZALIN;241,59
POZNAN_MAR;LEGNICA;185,56
POZNAN_MAR;LESZNO_1;75,47
POZNAN_MAR;LESZNO_2;77,84
POZNAN_MAR;LUBIN;152,54
POZNAN_MAR;LUBON;7,69
POZNAN_MAR;LODZ_1;202,68
POZNAN_MAR;LODZ_2;214,98
POZNAN_MAR;OBORNIKI_WLKP;31,75
POZNAN_MAR;PABIANICE;225,74
POZNAN_MAR;PILA_1;101,78
POZNAN_MAR;PILA_2;102,36
POZNAN_MAR;PIOTRKOW_TRYB;251,48
POZNAN_MAR;POZNAN_Z;8,31
POZNAN_MAR;POZNAN_B;4,37
POZNAN_MAR;POZNAN_D;7,29
POZNAN_MAR;POZNAN_GL;2,27
POZNAN_MAR;POZNAN_GR;5,91
POZNAN_MAR;POZNAN_H;3,62
POZNAN_MAR;POZNAN_MAL;6,53
POZNAN_MAR;POZNAN_PLA;5,44
POZNAN_MAR;POZNAN_PLE;7,27
POZNAN_MAR;POZNAN_PRO;3,78
POZNAN_MAR;POZNAN_R;6,27
POZNAN_MAR;POZNAN_T;4,78
POZNAN_MAR;RADOM;373,69
POZNAN_MAR;RZESZOW_1;523,29
POZNAN_MAR;RZESZOW_2;531,19
POZNAN_MAR;SIERADZ;189,18
POZNAN_MAR;SUCHY_LAS;9,06
POZNAN_MAR;SWARZEDZ;14,33
POZNAN_MAR;SRODA_WLKP;40,76
POZNAN_MAR;TORUN_1;169,51
POZNAN_MAR;TORUN_2;170,16
POZNAN_MAR;TORUN_3;173,32
POZNAN_MAR;TRZCIANKA;87,09
POZNAN_MAR;WARSZAWA_BL;310,97
POZNAN_MAR;WARSZAWA_J;311,46
POZNAN_MAR;WARSZAWA_TARCH;320,6
POZNAN_MAR;WROCLAW_1;175,62
POZNAN_MAR;WROCLAW_2;176,49
POZNAN_MAR;WROCLAW_3;173,96
POZNAN_MAR;WROCLAW_4;176,58
POZNAN_MAR;WROCLAW_5;174,53
POZNAN_MAR;ZLOTOW;129,27
POZNAN_MAR;CHRZANOW;406,63
POZNAN_MAR;KATOWICE;372,78
POZNAN_MAR;BIELSKO_BIALA;427,86
POZNAN_MAR;GDANSK_1;318,24
POZNAN_MAR;GDANSK_2;308,28
POZNAN_MAR;GDANSK_3;314,98
POZNAN_MAR;STARGARD_SZCZECINSKI;203,44
POZNAN_MAR;SZCZECIN_1;268,49
POZNAN_MAR;SZCZECIN_2;264,39
POZNAN_MAR;SZCZECIN_3;259,46
POZNAN_MAR;TCZEW;288,1
POZNAN_MAR;GRUDZIADZ_1;217,81
POZNAN_MAR;GRUDZIADZ_2;232,44
POZNAN_MAR;WARSZAWA_STAWKI;313,63
POZNAN_MAR;JOZEFOSLAW;320,1
POZNAN_MAR;GDANSK_4;308,99
POZNAN_MAR;GDANSK_5;318,35
POZNAN_MAR;OLSZTYN;346,28
POZNAN_MAR;ZIELONA_GORA_1;151,28
POZNAN_MAR;ZIELONA_GORA_2;151,95
POZNAN_MAR;SLUBICE;170,09
POZNAN_MAR;DREZDENKO;106,39
POZNAN_MAR;STRZELCE_KRAJENSKIE;128,18
POZNAN_MAR;GORZOW_1;162,12
POZNAN_MAR;GORZOW_2;159,43
POZNAN_MAR;PNIEWY;47,5
POZNAN_MAR;PLOCK_1;231,99
POZNAN_MAR;PLOCK_2;231,36
POZNAN_MAR;PLOCK_3;231,36
POZNAN_MAR;BRWINOW;295,23
POZNAN_MAR;WARSZAWA_TARG;320,84
POZNAN_MAR;WARSZAWA_UR;319,36
POZNAN_MAR;TARNOWO_PODGORNE;16,64
POZNAN_MAR;GNIEZNO;67,1
POZNAN_MAR;GRUDZIADZ_3;217,66
POZNAN_PLA;DC;21,1
POZNAN_PLA;BIALYSTOK_1;507,56
POZNAN_PLA;BIALYSTOK_2;504,44
POZNAN_PLA;BYDGOSZCZ_1;137,73
POZNAN_PLA;BYDGOSZCZ_2;148,43
POZNAN_PLA;BYDGOSZCZ_3;140,37
POZNAN_PLA;GLOGOW_1;129,54
POZNAN_PLA;GLOGOW_2;132,32
POZNAN_PLA;INOWROCLAW;118,03
POZNAN_PLA;JAROCIN;81,92
POZNAN_PLA;KALISZ_1;151,08
POZNAN_PLA;KIELCE;355,15
POZNAN_PLA;KONIN;106,61
POZNAN_PLA;KOSZALIN;238,61
POZNAN_PLA;LEGNICA;186,62
POZNAN_PLA;LESZNO_1;83,19
POZNAN_PLA;LESZNO_2;85,56
POZNAN_PLA;LUBIN;168,91
POZNAN_PLA;LUBON;15,41
POZNAN_PLA;LODZ_1;204,1
POZNAN_PLA;LODZ_2;216,4
POZNAN_PLA;OBORNIKI_WLKP;28,77
POZNAN_PLA;PABIANICE;227,16
POZNAN_PLA;PILA_1;98,79
POZNAN_PLA;PILA_2;99,38
POZNAN_PLA;PIOTRKOW_TRYB;252,9
POZNAN_PLA;POZNAN_Z;11,44
POZNAN_PLA;POZNAN_B;8,23
POZNAN_PLA;POZNAN_D;5,16
POZNAN_PLA;POZNAN_GL;10
POZNAN_PLA;POZNAN_GR;3,96
POZNAN_PLA;POZNAN_H;11,34
POZNAN_PLA;POZNAN_MAL;8,5
POZNAN_PLA;POZNAN_MAR;8,71
POZNAN_PLA;POZNAN_PLE;15
POZNAN_PLA;POZNAN_PRO;11,5
POZNAN_PLA;POZNAN_R;10,57
POZNAN_PLA;POZNAN_T;8,04
POZNAN_PLA;RADOM;375,11
POZNAN_PLA;RZESZOW_1;524,71
POZNAN_PLA;RZESZOW_2;532,61
POZNAN_PLA;SIERADZ;190,6
POZNAN_PLA;SUCHY_LAS;6,07
POZNAN_PLA;SWARZEDZ;14,34
POZNAN_PLA;SRODA_WLKP;41,82
POZNAN_PLA;TORUN_1;160,09
POZNAN_PLA;TORUN_2;160,74
POZNAN_PLA;TORUN_3;163,9
POZNAN_PLA;TRZCIANKA;84,11
POZNAN_PLA;WARSZAWA_BL;312,39
POZNAN_PLA;WARSZAWA_J;312,88
POZNAN_PLA;WARSZAWA_TARCH;322,02
POZNAN_PLA;WROCLAW_1;176,68
POZNAN_PLA;WROCLAW_2;177,55
POZNAN_PLA;WROCLAW_3;175,02
POZNAN_PLA;WROCLAW_4;177,65
POZNAN_PLA;WROCLAW_5;175,59
POZNAN_PLA;ZLOTOW;126,29
POZNAN_PLA;CHRZANOW;407,7
POZNAN_PLA;KATOWICE;373,84
POZNAN_PLA;BIELSKO_BIALA;428,92
POZNAN_PLA;GDANSK_1;308,82
POZNAN_PLA;GDANSK_2;298,85
POZNAN_PLA;GDANSK_3;305,56
POZNAN_PLA;STARGARD_SZCZECINSKI;206,57
POZNAN_PLA;SZCZECIN_1;244,12
POZNAN_PLA;SZCZECIN_2;240,03
POZNAN_PLA;SZCZECIN_3;235,1
POZNAN_PLA;TCZEW;278,67
POZNAN_PLA;GRUDZIADZ_1;208,39
POZNAN_PLA;GRUDZIADZ_2;223,01
POZNAN_PLA;WARSZAWA_STAWKI;315,05
POZNAN_PLA;JOZEFOSLAW;321,52
POZNAN_PLA;GDANSK_4;299,57
POZNAN_PLA;GDANSK_5;308,92
POZNAN_PLA;OLSZTYN;336,86
POZNAN_PLA;ZIELONA_GORA_1;159
POZNAN_PLA;ZIELONA_GORA_2;159,67
POZNAN_PLA;SLUBICE;177,81
POZNAN_PLA;DREZDENKO;109,52
POZNAN_PLA;STRZELCE_KRAJENSKIE;131,31
POZNAN_PLA;GORZOW_1;137,76
POZNAN_PLA;GORZOW_2;135,06
POZNAN_PLA;PNIEWY;50,63
POZNAN_PLA;PLOCK_1;233,41
POZNAN_PLA;PLOCK_2;232,78
POZNAN_PLA;PLOCK_3;232,78
POZNAN_PLA;BRWINOW;296,65
POZNAN_PLA;WARSZAWA_TARG;322,26
POZNAN_PLA;WARSZAWA_UR;320,78
POZNAN_PLA;TARNOWO_PODGORNE;19,77
POZNAN_PLA;GNIEZNO;57,67
POZNAN_PLA;GRUDZIADZ_3;208,23
POZNAN_PLE;DC;20,45
POZNAN_PLE;BIALYSTOK_1;506,55
POZNAN_PLE;BIALYSTOK_2;503,43
POZNAN_PLE;BYDGOSZCZ_1;147,56
POZNAN_PLE;BYDGOSZCZ_2;158,27
POZNAN_PLE;BYDGOSZCZ_3;150,2
POZNAN_PLE;GLOGOW_1;115,65
POZNAN_PLE;GLOGOW_2;118,43
POZNAN_PLE;INOWROCLAW;127,86
POZNAN_PLE;JAROCIN;81,27
POZNAN_PLE;KALISZ_1;150,07
POZNAN_PLE;KIELCE;354,14
POZNAN_PLE;KONIN;105,61
POZNAN_PLE;KOSZALIN;248,45
POZNAN_PLE;LEGNICA;177,02
POZNAN_PLE;LESZNO_1;69,3
POZNAN_PLE;LESZNO_2;71,67
POZNAN_PLE;LUBIN;146,37
POZNAN_PLE;LUBON;10,9
POZNAN_PLE;LODZ_1;203,09
POZNAN_PLE;LODZ_2;215,39
POZNAN_PLE;OBORNIKI_WLKP;38,6
POZNAN_PLE;PABIANICE;226,15
POZNAN_PLE;PILA_1;108,63
POZNAN_PLE;PILA_2;109,22
POZNAN_PLE;PIOTRKOW_TRYB;251,9
POZNAN_PLE;POZNAN_Z;13,44
POZNAN_PLE;POZNAN_B;10,58
POZNAN_PLE;POZNAN_D;14,14
POZNAN_PLE;POZNAN_GL;8,47
POZNAN_PLE;POZNAN_GR;12,77
POZNAN_PLE;POZNAN_H;8,75
POZNAN_PLE;POZNAN_MAL;13,89
POZNAN_PLE;POZNAN_MAR;7,2
POZNAN_PLE;POZNAN_PLA;12,29
POZNAN_PLE;POZNAN_PRO;4,76
POZNAN_PLE;POZNAN_R;11,4
POZNAN_PLE;POZNAN_T;9,81
POZNAN_PLE;RADOM;374,1
POZNAN_PLE;RZESZOW_1;523,7
POZNAN_PLE;RZESZOW_2;531,6
POZNAN_PLE;SIERADZ;189,59
POZNAN_PLE;SUCHY_LAS;15,91
POZNAN_PLE;SWARZEDZ;20,54
POZNAN_PLE;SRODA_WLKP;41,17
POZNAN_PLE;TORUN_1;169,92
POZNAN_PLE;TORUN_2;170,57
POZNAN_PLE;TORUN_3;173,73
POZNAN_PLE;TRZCIANKA;93,95
POZNAN_PLE;WARSZAWA_BL;311,38
POZNAN_PLE;WARSZAWA_J;311,87
POZNAN_PLE;WARSZAWA_TARCH;321,01
POZNAN_PLE;WROCLAW_1;171,17
POZNAN_PLE;WROCLAW_2;172,04
POZNAN_PLE;WROCLAW_3;169,51
POZNAN_PLE;WROCLAW_4;172,14
POZNAN_PLE;WROCLAW_5;170,08
POZNAN_PLE;ZLOTOW;136,12
POZNAN_PLE;CHRZANOW;407,04
POZNAN_PLE;KATOWICE;368,33
POZNAN_PLE;BIELSKO_BIALA;423,41
POZNAN_PLE;GDANSK_1;318,65
POZNAN_PLE;GDANSK_2;308,69
POZNAN_PLE;GDANSK_3;315,39
POZNAN_PLE;STARGARD_SZCZECINSKI;203,49
POZNAN_PLE;SZCZECIN_1;265,32
POZNAN_PLE;SZCZECIN_2;261,22
POZNAN_PLE;SZCZECIN_3;256,29
POZNAN_PLE;TCZEW;288,51
POZNAN_PLE;GRUDZIADZ_1;218,22
POZNAN_PLE;GRUDZIADZ_2;232,85
POZNAN_PLE;WARSZAWA_STAWKI;314,05
POZNAN_PLE;JOZEFOSLAW;320,51
POZNAN_PLE;GDANSK_4;309,4
POZNAN_PLE;GDANSK_5;318,76
POZNAN_PLE;OLSZTYN;346,69
POZNAN_PLE;ZIELONA_GORA_1;148,11
POZNAN_PLE;ZIELONA_GORA_2;148,78
POZNAN_PLE;SLUBICE;166,92
POZNAN_PLE;DREZDENKO;106,44
POZNAN_PLE;STRZELCE_KRAJENSKIE;128,23
POZNAN_PLE;GORZOW_1;158,95
POZNAN_PLE;GORZOW_2;156,26
POZNAN_PLE;PNIEWY;47,55
POZNAN_PLE;PLOCK_1;232,4
POZNAN_PLE;PLOCK_2;231,77
POZNAN_PLE;PLOCK_3;231,77
POZNAN_PLE;BRWINOW;295,64
POZNAN_PLE;WARSZAWA_TARG;321,25
POZNAN_PLE;WARSZAWA_UR;319,78
POZNAN_PLE;TARNOWO_PODGORNE;16,69
POZNAN_PLE;GNIEZNO;67,51
POZNAN_PLE;GRUDZIADZ_3;218,07
POZNAN_PRO;DC;19,55
POZNAN_PRO;BIALYSTOK_1;505,65
POZNAN_PRO;BIALYSTOK_2;502,53
POZNAN_PRO;BYDGOSZCZ_1;146,66
POZNAN_PRO;BYDGOSZCZ_2;157,37
POZNAN_PRO;BYDGOSZCZ_3;149,3
POZNAN_PRO;GLOGOW_1;119,23
POZNAN_PRO;GLOGOW_2;122
POZNAN_PRO;INOWROCLAW;126,96
POZNAN_PRO;JAROCIN;80,36
POZNAN_PRO;KALISZ_1;149,17
POZNAN_PRO;KIELCE;353,24
POZNAN_PRO;KONIN;104,7
POZNAN_PRO;KOSZALIN;245,55
POZNAN_PRO;LEGNICA;180,6
POZNAN_PRO;LESZNO_1;72,88
POZNAN_PRO;LESZNO_2;75,25
POZNAN_PRO;LUBIN;149,95
POZNAN_PRO;LUBON;5,55
POZNAN_PRO;LODZ_1;202,19
POZNAN_PRO;LODZ_2;214,49
POZNAN_PRO;OBORNIKI_WLKP;35,7
POZNAN_PRO;PABIANICE;225,25
POZNAN_PRO;PILA_1;105,73
POZNAN_PRO;PILA_2;106,32
POZNAN_PRO;PIOTRKOW_TRYB;250,99
POZNAN_PRO;POZNAN_Z;9,46
POZNAN_PRO;POZNAN_B;7,99
POZNAN_PRO;POZNAN_D;11,25
POZNAN_PRO;POZNAN_GL;5,07
POZNAN_PRO;POZNAN_GR;9,87
POZNAN_PRO;POZNAN_H;4,78
POZNAN_PRO;POZNAN_MAL;9,91
POZNAN_PRO;POZNAN_MAR;4,3
POZNAN_PRO;POZNAN_PLA;9,39
POZNAN_PRO;POZNAN_PLE;5,28
POZNAN_PRO;POZNAN_R;7,43
POZNAN_PRO;POZNAN_T;7
POZNAN_PRO;RADOM;373,19
POZNAN_PRO;RZESZOW_1;522,8
POZNAN_PRO;RZESZOW_2;530,7
POZNAN_PRO;SIERADZ;188,69
POZNAN_PRO;SUCHY_LAS;13,01
POZNAN_PRO;SWARZEDZ;18,94
POZNAN_PRO;SRODA_WLKP;40,27
POZNAN_PRO;TORUN_1;169,02
POZNAN_PRO;TORUN_2;169,67
POZNAN_PRO;TORUN_3;172,83
POZNAN_PRO;TRZCIANKA;91,05
POZNAN_PRO;WARSZAWA_BL;310,48
POZNAN_PRO;WARSZAWA_J;310,97
POZNAN_PRO;WARSZAWA_TARCH;320,11
POZNAN_PRO;WROCLAW_1;174,75
POZNAN_PRO;WROCLAW_2;175,62
POZNAN_PRO;WROCLAW_3;173,09
POZNAN_PRO;WROCLAW_4;175,71
POZNAN_PRO;WROCLAW_5;173,66
POZNAN_PRO;ZLOTOW;133,22
POZNAN_PRO;CHRZANOW;406,14
POZNAN_PRO;KATOWICE;372,29
POZNAN_PRO;BIELSKO_BIALA;426,99
POZNAN_PRO;GDANSK_1;317,75
POZNAN_PRO;GDANSK_2;307,78
POZNAN_PRO;GDANSK_3;314,49
POZNAN_PRO;STARGARD_SZCZECINSKI;205,66
POZNAN_PRO;SZCZECIN_1;265,9
POZNAN_PRO;SZCZECIN_2;261,8
POZNAN_PRO;SZCZECIN_3;256,87
POZNAN_PRO;TCZEW;287,6
POZNAN_PRO;GRUDZIADZ_1;217,32
POZNAN_PRO;GRUDZIADZ_2;231,95
POZNAN_PRO;WARSZAWA_STAWKI;313,14
POZNAN_PRO;JOZEFOSLAW;319,61
POZNAN_PRO;GDANSK_4;308,5
POZNAN_PRO;GDANSK_5;317,85
POZNAN_PRO;OLSZTYN;345,79
POZNAN_PRO;ZIELONA_GORA_1;148,69
POZNAN_PRO;ZIELONA_GORA_2;149,36
POZNAN_PRO;SLUBICE;167,5
POZNAN_PRO;DREZDENKO;108,61
POZNAN_PRO;STRZELCE_KRAJENSKIE;130,4
POZNAN_PRO;GORZOW_1;159,53
POZNAN_PRO;GORZOW_2;156,84
POZNAN_PRO;PNIEWY;49,72
POZNAN_PRO;PLOCK_1;231,5
POZNAN_PRO;PLOCK_2;230,87
POZNAN_PRO;PLOCK_3;230,87
POZNAN_PRO;BRWINOW;294,74
POZNAN_PRO;WARSZAWA_TARG;320,35
POZNAN_PRO;WARSZAWA_UR;318,87
POZNAN_PRO;TARNOWO_PODGORNE;18,86
POZNAN_PRO;GNIEZNO;66,61
POZNAN_PRO;GRUDZIADZ_3;217,17
POZNAN_R;DC;13,71
POZNAN_R;BIALYSTOK_1;500,16
POZNAN_R;BIALYSTOK_2;497,04
POZNAN_R;BYDGOSZCZ_1;141,17
POZNAN_R;BYDGOSZCZ_2;151,88
POZNAN_R;BYDGOSZCZ_3;143,81
POZNAN_R;GLOGOW_1;124,89
POZNAN_R;GLOGOW_2;127,66
POZNAN_R;INOWROCLAW;121,47
POZNAN_R;JAROCIN;74,52
POZNAN_R;KALISZ_1;143,68
POZNAN_R;KIELCE;347,75
POZNAN_R;KONIN;99,21
POZNAN_R;KOSZALIN;247,53
POZNAN_R;LEGNICA;179,22
POZNAN_R;LESZNO_1;78,54
POZNAN_R;LESZNO_2;80,9
POZNAN_R;LUBIN;161,51
POZNAN_R;LUBON;7,73
POZNAN_R;LODZ_1;196,7
POZNAN_R;LODZ_2;209
POZNAN_R;OBORNIKI_WLKP;37,68
POZNAN_R;PABIANICE;219,76
POZNAN_R;PILA_1;107,71
POZNAN_R;PILA_2;108,3
POZNAN_R;PIOTRKOW_TRYB;245,5
POZNAN_R;POZNAN_Z;3,01
POZNAN_R;POZNAN_B;4,04
POZNAN_R;POZNAN_D;13,23
POZNAN_R;POZNAN_GL;5,86
POZNAN_R;POZNAN_GR;7,79
POZNAN_R;POZNAN_H;4,12
POZNAN_R;POZNAN_MAL;2,73
POZNAN_R;POZNAN_MAR;6,28
POZNAN_R;POZNAN_PLA;8,7
POZNAN_R;POZNAN_PLE;11,61
POZNAN_R;POZNAN_PRO;7,91
POZNAN_R;POZNAN_T;10,72
POZNAN_R;RADOM;367,71
POZNAN_R;RZESZOW_1;517,31
POZNAN_R;RZESZOW_2;525,21
POZNAN_R;SIERADZ;183,2
POZNAN_R;SUCHY_LAS;14,99
POZNAN_R;SWARZEDZ;11,75
POZNAN_R;SRODA_WLKP;34,42
POZNAN_R;TORUN_1;163,53
POZNAN_R;TORUN_2;164,18
POZNAN_R;TORUN_3;167,34
POZNAN_R;TRZCIANKA;93,03
POZNAN_R;WARSZAWA_BL;304,99
POZNAN_R;WARSZAWA_J;305,48
POZNAN_R;WARSZAWA_TARCH;314,62
POZNAN_R;WROCLAW_1;169,28
POZNAN_R;WROCLAW_2;170,15
POZNAN_R;WROCLAW_3;167,62
POZNAN_R;WROCLAW_4;170,25
POZNAN_R;WROCLAW_5;168,2
POZNAN_R;ZLOTOW;131,49
POZNAN_R;CHRZANOW;400,3
POZNAN_R;KATOWICE;366,44
POZNAN_R;BIELSKO_BIALA;421,52
POZNAN_R;GDANSK_1;312,26
POZNAN_R;GDANSK_2;302,3
POZNAN_R;GDANSK_3;309
POZNAN_R;STARGARD_SZCZECINSKI;250,41
POZNAN_R;SZCZECIN_1;271,09
POZNAN_R;SZCZECIN_2;266,99
POZNAN_R;SZCZECIN_3;262,06
POZNAN_R;TCZEW;282,12
POZNAN_R;GRUDZIADZ_1;211,83
POZNAN_R;GRUDZIADZ_2;226,46
POZNAN_R;WARSZAWA_STAWKI;307,65
POZNAN_R;JOZEFOSLAW;314,12
POZNAN_R;GDANSK_4;303,01
POZNAN_R;GDANSK_5;312,37
POZNAN_R;OLSZTYN;340,3
POZNAN_R;ZIELONA_GORA_1;153,88
POZNAN_R;ZIELONA_GORA_2;154,55
POZNAN_R;SLUBICE;172,69
POZNAN_R;DREZDENKO;112,33
POZNAN_R;STRZELCE_KRAJENSKIE;134,12
POZNAN_R;GORZOW_1;164,72
POZNAN_R;GORZOW_2;162,03
POZNAN_R;PNIEWY;53,43
POZNAN_R;PLOCK_1;226,01
POZNAN_R;PLOCK_2;225,38
POZNAN_R;PLOCK_3;225,38
POZNAN_R;BRWINOW;289,25
POZNAN_R;WARSZAWA_TARG;314,86
POZNAN_R;WARSZAWA_UR;313,38
POZNAN_R;TARNOWO_PODGORNE;22,58
POZNAN_R;GNIEZNO;61,12
POZNAN_R;GRUDZIADZ_3;211,68
POZNAN_T;DC;24,93
POZNAN_T;BIALYSTOK_1;511,02
POZNAN_T;BIALYSTOK_2;507,9
POZNAN_T;BYDGOSZCZ_1;142,09
POZNAN_T;BYDGOSZCZ_2;152,8
POZNAN_T;BYDGOSZCZ_3;144,73
POZNAN_T;GLOGOW_1;126,71
POZNAN_T;GLOGOW_2;129,48
POZNAN_T;INOWROCLAW;122,39
POZNAN_T;JAROCIN;85,74
POZNAN_T;KALISZ_1;154,54
POZNAN_T;KIELCE;358,62
POZNAN_T;KONIN;110,08
POZNAN_T;KOSZALIN;241,61
POZNAN_T;LEGNICA;190,44
POZNAN_T;LESZNO_1;80,36
POZNAN_T;LESZNO_2;82,72
POZNAN_T;LUBIN;157,43
POZNAN_T;LUBON;12,57
POZNAN_T;LODZ_1;207,57
POZNAN_T;LODZ_2;219,87
POZNAN_T;OBORNIKI_WLKP;31,77
POZNAN_T;PABIANICE;230,63
POZNAN_T;PILA_1;101,79
POZNAN_T;PILA_2;102,38
POZNAN_T;PIOTRKOW_TRYB;256,37
POZNAN_T;POZNAN_Z;13
POZNAN_T;POZNAN_B;9,52
POZNAN_T;POZNAN_D;4,42
POZNAN_T;POZNAN_GL;7,16
POZNAN_T;POZNAN_GR;8,33
POZNAN_T;POZNAN_H;8,51
POZNAN_T;POZNAN_MAL;10,67
POZNAN_T;POZNAN_MAR;5,87
POZNAN_T;POZNAN_PLA;6,74
POZNAN_T;POZNAN_PLE;10,37
POZNAN_T;POZNAN_PRO;6,87
POZNAN_T;POZNAN_R;11,16
POZNAN_T;RADOM;378,57
POZNAN_T;RZESZOW_1;528,17
POZNAN_T;RZESZOW_2;536,08
POZNAN_T;SIERADZ;194,06
POZNAN_T;SUCHY_LAS;9,08
POZNAN_T;SWARZEDZ;18,71
POZNAN_T;SRODA_WLKP;45,64
POZNAN_T;TORUN_1;164,45
POZNAN_T;TORUN_2;165,1
POZNAN_T;TORUN_3;168,26
POZNAN_T;TRZCIANKA;87,11
POZNAN_T;WARSZAWA_BL;315,86
POZNAN_T;WARSZAWA_J;316,35
POZNAN_T;WARSZAWA_TARCH;325,49
POZNAN_T;WROCLAW_1;180,51
POZNAN_T;WROCLAW_2;181,37
POZNAN_T;WROCLAW_3;178,84
POZNAN_T;WROCLAW_4;181,47
POZNAN_T;WROCLAW_5;179,42
POZNAN_T;ZLOTOW;129,29
POZNAN_T;CHRZANOW;411,52
POZNAN_T;KATOWICE;377,66
POZNAN_T;BIELSKO_BIALA;432,74
POZNAN_T;GDANSK_1;313,18
POZNAN_T;GDANSK_2;303,22
POZNAN_T;GDANSK_3;309,92
POZNAN_T;STARGARD_SZCZECINSKI;198,79
POZNAN_T;SZCZECIN_1;236,34
POZNAN_T;SZCZECIN_2;232,24
POZNAN_T;SZCZECIN_3;227,31
POZNAN_T;TCZEW;283,04
POZNAN_T;GRUDZIADZ_1;212,75
POZNAN_T;GRUDZIADZ_2;227,38
POZNAN_T;WARSZAWA_STAWKI;318,52
POZNAN_T;JOZEFOSLAW;324,99
POZNAN_T;GDANSK_4;303,93
POZNAN_T;GDANSK_5;313,29
POZNAN_T;OLSZTYN;341,22
POZNAN_T;ZIELONA_GORA_1;149,72
POZNAN_T;ZIELONA_GORA_2;150,39
POZNAN_T;SLUBICE;168,53
POZNAN_T;DREZDENKO;101,74
POZNAN_T;STRZELCE_KRAJENSKIE;123,52
POZNAN_T;GORZOW_1;129,97
POZNAN_T;GORZOW_2;127,28
POZNAN_T;PNIEWY;42,84
POZNAN_T;PLOCK_1;236,88
POZNAN_T;PLOCK_2;236,24
POZNAN_T;PLOCK_3;236,24
POZNAN_T;BRWINOW;300,11
POZNAN_T;WARSZAWA_TARG;325,73
POZNAN_T;WARSZAWA_UR;324,25
POZNAN_T;TARNOWO_PODGORNE;11,99
POZNAN_T;GNIEZNO;62,04
POZNAN_T;GRUDZIADZ_3;212,6
RADOM;DC;364,97
RADOM;BIALYSTOK_1;302,89
RADOM;BIALYSTOK_2;299,77
RADOM;BYDGOSZCZ_1;359,26
RADOM;BYDGOSZCZ_2;353,81
RADOM;BYDGOSZCZ_3;358,51
RADOM;GLOGOW_1;432,87
RADOM;GLOGOW_2;431,13
RADOM;INOWROCLAW;326,32
RADOM;JAROCIN;341,94
RADOM;KALISZ_1;257,63
RADOM;KIELCE;78,38
RADOM;KONIN;278,21
RADOM;KOSZALIN;559,91
RADOM;LEGNICA;406,71
RADOM;LESZNO_1;377,28
RADOM;LESZNO_2;375,88
RADOM;LUBIN;395,69
RADOM;LUBON;367,74
RADOM;LODZ_1;187,62
RADOM;LODZ_2;156,37
RADOM;OBORNIKI_WLKP;404,65
RADOM;PABIANICE;157,36
RADOM;PILA_1;455,27
RADOM;PILA_2;454,89
RADOM;PIOTRKOW_TRYB;114,71
RADOM;POZNAN_Z;364,34
RADOM;POZNAN_B;367,78
RADOM;POZNAN_D;380,19
RADOM;POZNAN_GL;372,82
RADOM;POZNAN_GR;371,54
RADOM;POZNAN_H;371,08
RADOM;POZNAN_MAL;366,47
RADOM;POZNAN_MAR;373,24
RADOM;POZNAN_PLA;372,45
RADOM;POZNAN_PLE;374,76
RADOM;POZNAN_PRO;372,72
RADOM;POZNAN_R;367,28
RADOM;POZNAN_T;377,68
RADOM;RZESZOW_1;188,75
RADOM;RZESZOW_2;196,66
RADOM;SIERADZ;204,9
RADOM;SUCHY_LAS;381,95
RADOM;SWARZEDZ;363,32
RADOM;SRODA_WLKP;345,03
RADOM;TORUN_1;320,04
RADOM;TORUN_2;320,7
RADOM;TORUN_3;323,17
RADOM;TRZCIANKA;459,99
RADOM;WARSZAWA_BL;106,01
RADOM;WARSZAWA_J;95,06
RADOM;WARSZAWA_TARCH;122,5
RADOM;WROCLAW_1;334,77
RADOM;WROCLAW_2;335,64
RADOM;WROCLAW_3;322,7
RADOM;WROCLAW_4;335,74
RADOM;WROCLAW_5;333,68
RADOM;ZLOTOW;455,8
RADOM;CHRZANOW;235,9
RADOM;KATOWICE;240,53
RADOM;BIELSKO_BIALA;289,28
RADOM;GDANSK_1;480,55
RADOM;GDANSK_2;470,58
RADOM;GDANSK_3;477,29
RADOM;STARGARD_SZCZECINSKI;588,75
RADOM;SZCZECIN_1;630,63
RADOM;SZCZECIN_2;626,53
RADOM;SZCZECIN_3;621,61
RADOM;TCZEW;450,4
RADOM;GRUDZIADZ_1;371,58
RADOM;GRUDZIADZ_2;369,59
RADOM;WARSZAWA_STAWKI;112,81
RADOM;JOZEFOSLAW;99,11
RADOM;GDANSK_4;471,3
RADOM;GDANSK_5;480,65
RADOM;OLSZTYN;320,34
